City,Temperature,Humidity,Pressure,Datetime
Detroit,14.46,47,1012,2026-03-26 04:01:15
Anchorage,-3.5,38,1020,2026-03-26 04:01:15
Quito,15.53,88,1012,2026-03-26 04:01:16
La Paz,12.99,58,1014,2026-03-26 04:01:16
Montevideo,19.45,60,1016,2026-03-26 04:01:16
Asuncion,26.25,87,1011,2026-03-26 04:01:16
Caracas,22.67,78,1012,2026-03-26 04:01:16
Dar es Salaam,23.53,95,1010,2026-03-26 04:01:16
Kampala,17.52,96,1012,2026-03-26 04:01:17
Harare,17.68,89,1016,2026-03-26 04:01:17
Dakar,20.14,85,1013,2026-03-26 04:01:17
Tripoli,13.92,62,1017,2026-03-26 04:01:17
Mumbai,27.99,65,1009,2026-03-26 05:01:03
Delhi,23.05,64,1011,2026-03-26 05:01:03
Bangalore,21.07,77,1011,2026-03-26 05:01:03
Chennai,26.82,82,1010,2026-03-26 05:01:03
Kolkata,24.97,94,1010,2026-03-26 05:01:03
Hyderabad,22.73,83,1011,2026-03-26 05:01:03
London,4.81,73,1017,2026-03-26 05:01:04
Manchester,3.93,83,1017,2026-03-26 05:01:04
Paris,4.28,80,1016,2026-03-26 05:01:04
Berlin,3.29,78,1004,2026-03-26 05:01:04
Madrid,9.88,58,1018,2026-03-26 05:01:04
Rome,21.32,51,1021,2026-03-26 05:01:04
Amsterdam,4.21,74,1010,2026-03-26 05:01:04
Brussels,3.0,88,1012,2026-03-26 05:01:05
Vienna,5.52,86,1002,2026-03-26 05:01:05
Zurich,2.75,91,1009,2026-03-26 05:01:05
Stockholm,4.39,80,985,2026-03-26 05:01:05
Oslo,0.86,91,982,2026-03-26 05:01:05
Copenhagen,4.72,79,995,2026-03-26 05:01:05
Helsinki,6.29,80,990,2026-03-26 05:01:06
New York,8.73,53,1023,2026-03-26 05:01:06
Los Angeles,25.49,52,1013,2026-03-26 05:01:06
Chicago,21.78,50,1009,2026-03-26 05:01:06
Houston,26.98,63,1017,2026-03-26 05:01:06
Phoenix,36.77,12,1009,2026-03-26 05:01:06
San Antonio,31.4,37,1014,2026-03-26 05:01:06
San Diego,22.96,66,1013,2026-03-26 05:01:07
Dallas,28.69,52,1014,2026-03-26 05:01:07
San Jose,24.17,53,1016,2026-03-26 05:01:07
San Francisco,18.01,61,1016,2026-03-26 05:01:07
Toronto,2.39,73,1014,2026-03-26 05:01:07
Vancouver,9.44,62,1019,2026-03-26 05:01:07
Montreal,-2.64,54,1021,2026-03-26 05:01:07
Mexico City,22.75,11,1011,2026-03-26 05:01:08
Guadalajara,28.87,17,1006,2026-03-26 05:01:08
Tokyo,11.14,95,1013,2026-03-26 05:01:08
Osaka,12.84,73,1012,2026-03-26 05:01:08
Seoul,6.76,100,1017,2026-03-26 05:01:08
Busan,7.99,81,1015,2026-03-26 05:01:08
Beijing,8.94,39,1014,2026-03-26 05:01:09
Shanghai,11.92,71,1018,2026-03-26 05:01:09
Shenzhen,24.07,88,1013,2026-03-26 05:01:09
Guangzhou,24.14,69,1012,2026-03-26 05:01:09
Bangkok,30.04,65,1009,2026-03-26 05:01:09
Jakarta,25.78,97,1008,2026-03-26 05:01:09
Manila,27.15,79,1011,2026-03-26 05:01:09
Singapore,26.18,81,1009,2026-03-26 05:01:09
Kuala Lumpur,26.75,83,1009,2026-03-26 05:01:10
Dubai,22.03,84,1006,2026-03-26 05:01:10
Abu Dhabi,24.27,79,1005,2026-03-26 05:01:10
Riyadh,21.15,61,1003,2026-03-26 05:01:10
Doha,23.38,89,1002,2026-03-26 05:01:10
Istanbul,7.36,81,1008,2026-03-26 05:01:10
Sydney,25.04,72,1010,2026-03-26 05:01:10
Melbourne,23.88,79,1019,2026-03-26 05:01:11
Brisbane,26.63,69,1014,2026-03-26 05:01:11
Perth,19.69,66,1017,2026-03-26 05:01:11
Auckland,17.17,74,1014,2026-03-26 05:01:11
Wellington,18.09,75,1021,2026-03-26 05:01:11
Sao Paulo,22.17,89,1019,2026-03-26 05:01:11
Rio de Janeiro,26.44,80,1013,2026-03-26 05:01:11
Buenos Aires,20.13,65,1016,2026-03-26 05:01:12
Santiago,22.42,46,1013,2026-03-26 05:01:12
Lima,23.14,73,1011,2026-03-26 05:01:12
Bogota,16.22,79,1013,2026-03-26 05:01:12
Cape Town,16.28,89,1014,2026-03-26 05:01:12
Johannesburg,16.12,93,1017,2026-03-26 05:01:12
Cairo,12.42,76,1002,2026-03-26 05:01:13
Lagos,27.68,80,1009,2026-03-26 05:01:13
Nairobi,16.62,100,1014,2026-03-26 05:01:13
Casablanca,15.96,93,1012,2026-03-26 05:01:13
Accra,27.23,89,1011,2026-03-26 05:01:13
Addis Ababa,14.74,77,1013,2026-03-26 05:01:13
Algiers,14.35,51,1015,2026-03-26 05:01:13
Tunis,16.48,36,1015,2026-03-26 05:01:14
Athens,10.98,65,1008,2026-03-26 05:01:14
Budapest,11.15,52,1000,2026-03-26 05:01:14
Prague,4.05,87,1004,2026-03-26 05:01:14
Warsaw,8.45,90,999,2026-03-26 05:01:14
Lisbon,13.02,78,1016,2026-03-26 05:01:14
Karachi,24.9,78,1010,2026-03-26 05:01:15
Dhaka,20.99,88,1011,2026-03-26 05:01:15
Colombo,26.69,86,1009,2026-03-26 05:01:15
Kathmandu,14.12,94,1014,2026-03-26 05:01:15
Tashkent,14.73,32,1008,2026-03-26 05:01:15
Seattle,8.2,78,1020,2026-03-26 05:01:15
Boston,7.64,50,1025,2026-03-26 05:01:15
Philadelphia,9.91,38,1023,2026-03-26 05:01:16
Detroit,13.72,49,1011,2026-03-26 05:01:16
Anchorage,-3.27,37,1020,2026-03-26 05:01:16
Quito,13.53,89,1013,2026-03-26 05:01:16
La Paz,12.99,58,1014,2026-03-26 05:01:16
Montevideo,18.18,72,1017,2026-03-26 05:01:16
Asuncion,25.7,89,1012,2026-03-26 05:01:16
Caracas,21.67,83,1012,2026-03-26 05:01:17
Dar es Salaam,23.17,96,1010,2026-03-26 05:01:17
Kampala,17.39,96,1011,2026-03-26 05:01:17
Harare,17.68,90,1016,2026-03-26 05:01:17
Dakar,20.14,85,1013,2026-03-26 05:01:17
Tripoli,13.92,62,1017,2026-03-26 05:01:17
Mumbai,27.99,65,1009,2026-03-26 06:01:02
Delhi,23.05,60,1011,2026-03-26 06:01:02
Bangalore,20.36,84,1012,2026-03-26 06:01:03
Chennai,26.18,87,1010,2026-03-26 06:01:03
Kolkata,24.97,94,1010,2026-03-26 06:01:03
Hyderabad,22.73,88,1011,2026-03-26 06:01:03
London,4.24,76,1017,2026-03-26 06:01:03
Manchester,3.33,82,1019,2026-03-26 06:01:03
Paris,3.67,84,1016,2026-03-26 06:01:03
Berlin,3.0,79,1004,2026-03-26 06:01:04
Madrid,8.56,62,1018,2026-03-26 06:01:04
Rome,18.17,63,1021,2026-03-26 06:01:04
Amsterdam,3.63,74,1011,2026-03-26 06:01:04
Brussels,2.65,89,1013,2026-03-26 06:01:04
Vienna,5.83,85,1001,2026-03-26 06:01:04
Zurich,2.66,92,1009,2026-03-26 06:01:04
Stockholm,3.69,83,986,2026-03-26 06:01:05
Oslo,2.53,84,983,2026-03-26 06:01:05
Copenhagen,5.01,79,995,2026-03-26 06:01:05
Helsinki,5.37,82,991,2026-03-26 06:01:05
New York,7.99,56,1024,2026-03-26 06:01:05
Los Angeles,23.48,59,1013,2026-03-26 06:01:05
Chicago,20.39,53,1009,2026-03-26 06:01:05
Houston,25.26,69,1016,2026-03-26 06:01:06
Phoenix,36.28,12,1008,2026-03-26 06:01:06
San Antonio,29.93,42,1014,2026-03-26 06:01:06
San Diego,21.82,71,1013,2026-03-26 06:01:06
Dallas,27.36,54,1014,2026-03-26 06:01:06
San Jose,22.54,57,1016,2026-03-26 06:01:07
San Francisco,16.92,64,1016,2026-03-26 06:01:07
Toronto,2.51,73,1014,2026-03-26 06:01:07
Vancouver,9.27,60,1019,2026-03-26 06:01:07
Montreal,-3.08,54,1020,2026-03-26 06:01:07
Mexico City,22.75,13,1012,2026-03-26 06:01:07
Guadalajara,28.87,13,1008,2026-03-26 06:01:08
Tokyo,11.36,95,1013,2026-03-26 06:01:08
Osaka,14.73,69,1011,2026-03-26 06:01:08
Seoul,8.76,81,1017,2026-03-26 06:01:08
Busan,9.99,71,1016,2026-03-26 06:01:08
Beijing,13.94,40,1015,2026-03-26 06:01:08
Shanghai,13.92,62,1018,2026-03-26 06:01:09
Shenzhen,25.09,86,1013,2026-03-26 06:01:09
Guangzhou,24.17,76,1012,2026-03-26 06:01:09
Bangkok,28.94,77,1010,2026-03-26 06:01:09
Jakarta,26.2,97,1009,2026-03-26 06:01:09
Manila,28.1,76,1011,2026-03-26 06:01:09
Singapore,26.93,80,1009,2026-03-26 06:01:09
Kuala Lumpur,26.4,78,1009,2026-03-26 06:01:10
Dubai,22.58,83,1006,2026-03-26 06:01:10
Abu Dhabi,24.27,79,1005,2026-03-26 06:01:10
Riyadh,20.94,64,1003,2026-03-26 06:01:10
Doha,22.97,91,1002,2026-03-26 06:01:10
Istanbul,9.29,77,1007,2026-03-26 06:01:10
Sydney,26.91,64,1008,2026-03-26 06:01:11
Melbourne,22.83,82,1019,2026-03-26 06:01:11
Brisbane,28.09,65,1013,2026-03-26 06:01:11
Perth,21.23,64,1018,2026-03-26 06:01:11
Auckland,17.17,74,1014,2026-03-26 06:01:11
Wellington,18.81,63,1020,2026-03-26 06:01:12
Sao Paulo,22.03,91,1019,2026-03-26 06:01:12
Rio de Janeiro,25.44,83,1014,2026-03-26 06:01:12
Buenos Aires,19.07,70,1016,2026-03-26 06:01:12
Santiago,21.71,49,1014,2026-03-26 06:01:12
Lima,22.14,78,1010,2026-03-26 06:01:12
Bogota,15.09,84,1015,2026-03-26 06:01:13
Cape Town,16.86,84,1014,2026-03-26 06:01:13
Johannesburg,16.73,94,1016,2026-03-26 06:01:13
Cairo,12.42,76,1002,2026-03-26 06:01:13
Lagos,27.68,80,1009,2026-03-26 06:01:13
Nairobi,16.62,94,1014,2026-03-26 06:01:13
Casablanca,15.74,93,1012,2026-03-26 06:01:14
Accra,27.23,89,1010,2026-03-26 06:01:14
Addis Ababa,14.89,76,1013,2026-03-26 06:01:14
Algiers,13.79,46,1015,2026-03-26 06:01:14
Tunis,16.06,37,1014,2026-03-26 06:01:14
Athens,10.37,68,1007,2026-03-26 06:01:14
Budapest,10.66,53,999,2026-03-26 06:01:14
Prague,4.43,86,1004,2026-03-26 06:01:15
Warsaw,8.34,90,999,2026-03-26 06:01:15
Lisbon,12.86,78,1016,2026-03-26 06:01:15
Karachi,24.9,78,1012,2026-03-26 06:01:15
Dhaka,20.99,88,1011,2026-03-26 06:01:15
Colombo,26.69,87,1010,2026-03-26 06:01:15
Kathmandu,14.12,94,1014,2026-03-26 06:01:15
Tashkent,14.36,32,1008,2026-03-26 06:01:16
Seattle,8.53,75,1021,2026-03-26 06:01:16
Boston,6.52,53,1024,2026-03-26 06:01:16
Philadelphia,8.68,45,1023,2026-03-26 06:01:16
Detroit,12.21,54,1010,2026-03-26 06:01:16
Anchorage,-2.75,43,1020,2026-03-26 06:01:16
Quito,11.53,99,1014,2026-03-26 06:01:16
La Paz,10.99,87,1017,2026-03-26 06:01:17
Montevideo,17.63,76,1017,2026-03-26 06:01:17
Asuncion,25.14,90,1012,2026-03-26 06:01:17
Caracas,19.67,94,1014,2026-03-26 06:01:17
Dar es Salaam,22.99,96,1010,2026-03-26 06:01:17
Kampala,17.06,99,1012,2026-03-26 06:01:17
Harare,16.78,94,1016,2026-03-26 06:01:18
Dakar,20.14,85,1013,2026-03-26 06:01:18
Tripoli,12.92,62,1016,2026-03-26 06:01:18
Mumbai,27.99,61,1010,2026-03-26 07:01:02
Delhi,22.05,60,1011,2026-03-26 07:01:02
Bangalore,20.13,86,1013,2026-03-26 07:01:02
Chennai,25.8,90,1011,2026-03-26 07:01:03
Kolkata,24.97,94,1011,2026-03-26 07:01:03
Hyderabad,21.73,88,1012,2026-03-26 07:01:03
London,3.99,78,1017,2026-03-26 07:01:03
Manchester,2.25,84,1019,2026-03-26 07:01:03
Paris,3.43,84,1017,2026-03-26 07:01:03
Berlin,3.55,85,1005,2026-03-26 07:01:04
Madrid,7.62,62,1019,2026-03-26 07:01:04
Rome,16.81,68,1022,2026-03-26 07:01:04
Amsterdam,4.16,78,1011,2026-03-26 07:01:04
Brussels,2.88,90,1013,2026-03-26 07:01:04
Vienna,6.02,82,1001,2026-03-26 07:01:04
Zurich,1.88,90,1010,2026-03-26 07:01:04
Stockholm,3.41,81,986,2026-03-26 07:01:05
Oslo,3.64,78,984,2026-03-26 07:01:05
Copenhagen,5.01,79,995,2026-03-26 07:01:05
Helsinki,4.58,83,991,2026-03-26 07:01:05
New York,7.37,63,1024,2026-03-26 07:01:05
Los Angeles,23.89,56,1013,2026-03-26 07:01:05
Chicago,19.58,58,1009,2026-03-26 07:01:05
Houston,23.71,76,1017,2026-03-26 07:01:06
Phoenix,35.05,13,1008,2026-03-26 07:01:06
San Antonio,27.81,50,1014,2026-03-26 07:01:06
San Diego,20.42,74,1013,2026-03-26 07:01:06
Dallas,25.99,58,1014,2026-03-26 07:01:06
San Jose,20.79,60,1016,2026-03-26 07:01:06
San Francisco,16.27,64,1016,2026-03-26 07:01:06
Toronto,2.6,74,1014,2026-03-26 07:01:07
Vancouver,8.21,63,1019,2026-03-26 07:01:07
Montreal,-3.33,59,1019,2026-03-26 07:01:07
Mexico City,19.97,24,1016,2026-03-26 07:01:07
Guadalajara,26.87,21,1009,2026-03-26 07:01:07
Tokyo,11.69,94,1013,2026-03-26 07:01:07
Osaka,14.94,67,1011,2026-03-26 07:01:08
Seoul,11.76,66,1017,2026-03-26 07:01:08
Busan,12.99,54,1016,2026-03-26 07:01:08
Beijing,15.94,42,1015,2026-03-26 07:01:08
Shanghai,14.92,55,1018,2026-03-26 07:01:08
Shenzhen,25.64,83,1013,2026-03-26 07:01:08
Guangzhou,25.39,70,1013,2026-03-26 07:01:08
Bangkok,29.94,70,1011,2026-03-26 07:01:09
Jakarta,26.68,96,1010,2026-03-26 07:01:09
Manila,30.48,69,1012,2026-03-26 07:01:09
Singapore,27.9,76,1010,2026-03-26 07:01:09
Kuala Lumpur,28.62,65,1009,2026-03-26 07:01:09
Dubai,22.72,81,1007,2026-03-26 07:01:09
Abu Dhabi,24.49,76,1005,2026-03-26 07:01:09
Riyadh,20.68,63,1003,2026-03-26 07:01:09
Doha,22.97,91,1002,2026-03-26 07:01:10
Istanbul,8.04,80,1007,2026-03-26 07:01:10
Sydney,28.57,56,1008,2026-03-26 07:01:10
Melbourne,22.47,83,1019,2026-03-26 07:01:10
Brisbane,30.27,59,1012,2026-03-26 07:01:10
Perth,22.31,61,1018,2026-03-26 07:01:10
Auckland,17.21,75,1014,2026-03-26 07:01:11
Wellington,18.81,63,1020,2026-03-26 07:01:11
Sao Paulo,21.97,89,1018,2026-03-26 07:01:11
Rio de Janeiro,23.23,94,1015,2026-03-26 07:01:11
Buenos Aires,19.25,71,1017,2026-03-26 07:01:11
Santiago,20.47,55,1014,2026-03-26 07:01:11
Lima,24.94,72,1010,2026-03-26 07:01:11
Bogota,15.04,87,1016,2026-03-26 07:01:12
Cape Town,16.15,84,1013,2026-03-26 07:01:12
Johannesburg,16.57,93,1016,2026-03-26 07:01:12
Cairo,12.42,82,1002,2026-03-26 07:01:12
Lagos,27.16,81,1008,2026-03-26 07:01:12
Nairobi,15.62,100,1013,2026-03-26 07:01:12
Casablanca,15.96,87,1012,2026-03-26 07:01:13
Accra,27.23,89,1009,2026-03-26 07:01:13
Addis Ababa,14.87,73,1013,2026-03-26 07:01:13
Algiers,13.79,45,1015,2026-03-26 07:01:13
Tunis,16.02,37,1014,2026-03-26 07:01:13
Athens,9.71,65,1007,2026-03-26 07:01:13
Budapest,9.48,59,999,2026-03-26 07:01:13
Prague,4.37,85,1004,2026-03-26 07:01:13
Warsaw,8.06,90,999,2026-03-26 07:01:14
Lisbon,13.02,78,1016,2026-03-26 07:01:14
Karachi,24.9,83,1013,2026-03-26 07:01:14
Dhaka,21.99,88,1012,2026-03-26 07:01:14
Colombo,27.24,83,1010,2026-03-26 07:01:14
Kathmandu,14.12,100,1015,2026-03-26 07:01:14
Tashkent,14.17,33,1009,2026-03-26 07:01:14
Seattle,7.17,79,1022,2026-03-26 07:01:15
Boston,5.77,61,1024,2026-03-26 07:01:15
Philadelphia,8.24,57,1023,2026-03-26 07:01:15
Detroit,12.65,56,1010,2026-03-26 07:01:15
Anchorage,-2.72,41,1020,2026-03-26 07:01:15
Quito,10.53,95,1016,2026-03-26 07:01:15
La Paz,10.99,87,1018,2026-03-26 07:01:16
Montevideo,17.07,79,1018,2026-03-26 07:01:16
Asuncion,25.14,90,1013,2026-03-26 07:01:16
Caracas,19.67,88,1015,2026-03-26 07:01:16
Dar es Salaam,23.13,95,1010,2026-03-26 07:01:16
Kampala,17.55,95,1011,2026-03-26 07:01:16
Harare,17.12,92,1016,2026-03-26 07:01:17
Dakar,20.14,86,1013,2026-03-26 07:01:17
Tripoli,11.92,62,1016,2026-03-26 07:01:17
Mumbai,28.99,54,1011,2026-03-26 08:01:03
Delhi,23.05,60,1012,2026-03-26 08:01:03
Bangalore,21.82,83,1013,2026-03-26 08:01:03
Chennai,27.87,81,1012,2026-03-26 08:01:03
Kolkata,26.97,89,1012,2026-03-26 08:01:03
Hyderabad,25.23,73,1012,2026-03-26 08:01:04
London,3.6,80,1018,2026-03-26 08:01:04
Manchester,2.05,86,1019,2026-03-26 08:01:04
Paris,3.23,84,1017,2026-03-26 08:01:04
Berlin,3.42,86,1005,2026-03-26 08:01:04
Madrid,6.69,64,1018,2026-03-26 08:01:04
Rome,15.84,71,1021,2026-03-26 08:01:05
Amsterdam,4.67,74,1012,2026-03-26 08:01:05
Brussels,2.08,91,1014,2026-03-26 08:01:05
Vienna,5.87,83,1001,2026-03-26 08:01:05
Zurich,1.32,91,1010,2026-03-26 08:01:05
Stockholm,2.71,84,987,2026-03-26 08:01:06
Oslo,1.81,73,985,2026-03-26 08:01:06
Copenhagen,5.01,79,996,2026-03-26 08:01:06
Helsinki,3.96,86,993,2026-03-26 08:01:06
New York,7.26,65,1022,2026-03-26 08:01:06
Los Angeles,18.51,79,1013,2026-03-26 08:01:06
Chicago,18.66,60,1010,2026-03-26 08:01:07
Houston,22.72,81,1017,2026-03-26 08:01:07
Phoenix,32.26,16,1009,2026-03-26 08:01:07
San Antonio,26.12,54,1016,2026-03-26 08:01:07
San Diego,18.07,82,1014,2026-03-26 08:01:07
Dallas,24.77,62,1015,2026-03-26 08:01:08
San Jose,18.29,62,1017,2026-03-26 08:01:08
San Francisco,15.57,70,1017,2026-03-26 08:01:08
Toronto,2.57,77,1014,2026-03-26 08:01:08
Vancouver,7.37,66,1020,2026-03-26 08:01:08
Montreal,-4.68,80,1019,2026-03-26 08:01:08
Mexico City,16.64,45,1014,2026-03-26 08:01:09
Guadalajara,23.87,25,1012,2026-03-26 08:01:09
Tokyo,12.21,92,1012,2026-03-26 08:01:09
Osaka,15.94,63,1012,2026-03-26 08:01:09
Seoul,13.76,58,1016,2026-03-26 08:01:09
Busan,14.99,44,1016,2026-03-26 08:01:09
Beijing,16.94,37,1015,2026-03-26 08:01:10
Shanghai,15.92,51,1018,2026-03-26 08:01:10
Shenzhen,26.26,79,1014,2026-03-26 08:01:10
Guangzhou,26.66,67,1013,2026-03-26 08:01:10
Bangkok,31.34,73,1011,2026-03-26 08:01:10
Jakarta,27.74,92,1011,2026-03-26 08:01:10
Manila,30.54,67,1012,2026-03-26 08:01:10
Singapore,29.51,68,1010,2026-03-26 08:01:11
Kuala Lumpur,29.73,66,1010,2026-03-26 08:01:11
Dubai,22.77,81,1008,2026-03-26 08:01:11
Abu Dhabi,24.35,77,1006,2026-03-26 08:01:11
Riyadh,20.59,72,1003,2026-03-26 08:01:11
Doha,22.99,94,1003,2026-03-26 08:01:11
Istanbul,7.66,81,1007,2026-03-26 08:01:12
Sydney,29.87,49,1007,2026-03-26 08:01:12
Melbourne,22.68,83,1020,2026-03-26 08:01:12
Brisbane,31.71,53,1011,2026-03-26 08:01:12
Perth,24.0,57,1018,2026-03-26 08:01:12
Auckland,17.59,76,1014,2026-03-26 08:01:12
Wellington,16.98,83,1018,2026-03-26 08:01:12
Sao Paulo,21.71,89,1019,2026-03-26 08:01:13
Rio de Janeiro,23.98,94,1015,2026-03-26 08:01:13
Buenos Aires,19.25,74,1016,2026-03-26 08:01:13
Santiago,20.35,58,1014,2026-03-26 08:01:13
Lima,24.39,74,1011,2026-03-26 08:01:13
Bogota,14.49,91,1017,2026-03-26 08:01:14
Cape Town,15.65,85,1014,2026-03-26 08:01:14
Johannesburg,15.91,94,1017,2026-03-26 08:01:14
Cairo,12.42,82,1002,2026-03-26 08:01:14
Lagos,27.16,81,1008,2026-03-26 08:01:14
Nairobi,16.62,100,1014,2026-03-26 08:01:15
Casablanca,15.96,93,1012,2026-03-26 08:01:15
Accra,27.23,89,1008,2026-03-26 08:01:15
Addis Ababa,14.12,76,1014,2026-03-26 08:01:15
Algiers,13.23,45,1015,2026-03-26 08:01:16
Tunis,15.43,37,1012,2026-03-26 08:01:16
Athens,9.61,69,1007,2026-03-26 08:01:16
Budapest,8.92,64,998,2026-03-26 08:01:16
Prague,4.32,83,1005,2026-03-26 08:01:17
Warsaw,7.8,89,1000,2026-03-26 08:01:17
Lisbon,12.93,78,1016,2026-03-26 08:01:17
Karachi,24.9,83,1013,2026-03-26 08:01:18
Dhaka,23.99,78,1013,2026-03-26 08:01:18
Colombo,28.35,78,1011,2026-03-26 08:01:18
Kathmandu,15.12,94,1015,2026-03-26 08:01:18
Tashkent,14.28,33,1010,2026-03-26 08:01:19
Seattle,5.94,82,1023,2026-03-26 08:01:19
Boston,5.4,68,1024,2026-03-26 08:01:19
Philadelphia,8.36,58,1023,2026-03-26 08:01:20
Detroit,12.54,54,1010,2026-03-26 08:01:20
Anchorage,-2.26,39,1020,2026-03-26 08:01:20
Quito,10.53,95,1016,2026-03-26 08:01:20
La Paz,8.99,93,1019,2026-03-26 08:01:21
Montevideo,17.07,81,1017,2026-03-26 08:01:21
Asuncion,25.14,89,1013,2026-03-26 08:01:21
Caracas,19.67,88,1016,2026-03-26 08:01:21
Dar es Salaam,23.05,95,1010,2026-03-26 08:01:22
Kampala,17.27,94,1012,2026-03-26 08:01:22
Harare,16.57,92,1016,2026-03-26 08:01:22
Dakar,19.58,86,1012,2026-03-26 08:01:22
Tripoli,10.92,66,1015,2026-03-26 08:01:23
Mumbai,29.99,42,1012,2026-03-26 09:01:06
Delhi,26.05,53,1013,2026-03-26 09:01:06
Bangalore,24.57,68,1014,2026-03-26 09:01:07
Chennai,29.07,79,1013,2026-03-26 09:01:07
Kolkata,27.97,83,1012,2026-03-26 09:01:07
Hyderabad,28.23,61,1013,2026-03-26 09:01:07
London,3.04,81,1018,2026-03-26 09:01:07
Manchester,1.45,87,1019,2026-03-26 09:01:07
Paris,2.89,84,1017,2026-03-26 09:01:07
Berlin,3.12,87,1005,2026-03-26 09:01:08
Madrid,5.92,62,1019,2026-03-26 09:01:08
Rome,15.49,70,1021,2026-03-26 09:01:08
Amsterdam,4.14,72,1012,2026-03-26 09:01:08
Brussels,2.4,91,1014,2026-03-26 09:01:08
Vienna,5.73,85,1001,2026-03-26 09:01:08
Zurich,1.23,91,1010,2026-03-26 09:01:09
Stockholm,2.43,85,987,2026-03-26 09:01:09
Oslo,4.25,66,986,2026-03-26 09:01:09
Copenhagen,5.01,78,997,2026-03-26 09:01:09
Helsinki,3.58,87,993,2026-03-26 09:01:09
New York,7.18,69,1022,2026-03-26 09:01:09
Los Angeles,16.81,84,1014,2026-03-26 09:01:10
Chicago,17.88,60,1010,2026-03-26 09:01:10
Houston,21.85,85,1017,2026-03-26 09:01:10
Phoenix,30.56,18,1009,2026-03-26 09:01:10
San Antonio,23.59,70,1016,2026-03-26 09:01:10
San Diego,17.28,84,1014,2026-03-26 09:01:10
Dallas,23.61,67,1015,2026-03-26 09:01:11
San Jose,16.91,64,1017,2026-03-26 09:01:11
San Francisco,14.09,68,1018,2026-03-26 09:01:11
Toronto,3.08,77,1013,2026-03-26 09:01:11
Vancouver,6.63,68,1022,2026-03-26 09:01:11
Montreal,-4.88,88,1015,2026-03-26 09:01:12
Mexico City,15.53,48,1016,2026-03-26 09:01:12
Guadalajara,22.87,28,1014,2026-03-26 09:01:12
Tokyo,12.27,93,1012,2026-03-26 09:01:12
Osaka,16.53,59,1012,2026-03-26 09:01:13
Seoul,15.76,55,1016,2026-03-26 09:01:13
Busan,18.99,37,1015,2026-03-26 09:01:13
Beijing,19.94,33,1015,2026-03-26 09:01:13
Shanghai,16.92,45,1018,2026-03-26 09:01:13
Shenzhen,25.92,78,1013,2026-03-26 09:01:13
Guangzhou,26.88,60,1012,2026-03-26 09:01:14
Bangkok,32.05,75,1011,2026-03-26 09:01:14
Jakarta,28.01,88,1011,2026-03-26 09:01:14
Manila,31.3,67,1011,2026-03-26 09:01:14
Singapore,30.54,63,1010,2026-03-26 09:01:15
Kuala Lumpur,32.85,57,1010,2026-03-26 09:01:15
Dubai,22.77,79,1008,2026-03-26 09:01:15
Abu Dhabi,24.28,80,1007,2026-03-26 09:01:15
Riyadh,20.44,73,1003,2026-03-26 09:01:15
Doha,23.38,89,1004,2026-03-26 09:01:15
Istanbul,7.66,79,1007,2026-03-26 09:01:15
Sydney,30.06,45,1005,2026-03-26 09:01:16
Melbourne,22.67,84,1020,2026-03-26 09:01:16
Brisbane,32.29,51,1010,2026-03-26 09:01:16
Perth,25.9,52,1017,2026-03-26 09:01:16
Auckland,17.59,76,1013,2026-03-26 09:01:16
Wellington,16.98,84,1018,2026-03-26 09:01:16
Sao Paulo,21.62,90,1017,2026-03-26 09:01:17
Rio de Janeiro,23.98,94,1014,2026-03-26 09:01:17
Buenos Aires,18.6,76,1017,2026-03-26 09:01:17
Santiago,19.62,62,1014,2026-03-26 09:01:17
Lima,24.39,76,1012,2026-03-26 09:01:17
Bogota,14.49,91,1017,2026-03-26 09:01:18
Cape Town,15.4,86,1014,2026-03-26 09:01:18
Johannesburg,15.46,95,1018,2026-03-26 09:01:18
Cairo,11.42,82,1003,2026-03-26 09:01:18
Lagos,27.27,81,1008,2026-03-26 09:01:18
Nairobi,16.62,100,1014,2026-03-26 09:01:19
Casablanca,15.96,87,1012,2026-03-26 09:01:19
Accra,27.23,89,1008,2026-03-26 09:01:19
Addis Ababa,14.12,76,1014,2026-03-26 09:01:19
Algiers,12.68,45,1014,2026-03-26 09:01:19
Tunis,14.96,38,1012,2026-03-26 09:01:20
Athens,9.21,70,1007,2026-03-26 09:01:20
Budapest,8.46,74,998,2026-03-26 09:01:20
Prague,4.25,83,1004,2026-03-26 09:01:20
Warsaw,6.81,88,1000,2026-03-26 09:01:20
Lisbon,12.99,77,1015,2026-03-26 09:01:20
Karachi,23.9,78,1013,2026-03-26 09:01:21
Dhaka,25.99,73,1013,2026-03-26 09:01:21
Colombo,30.58,70,1011,2026-03-26 09:01:21
Kathmandu,18.12,68,1015,2026-03-26 09:01:21
Tashkent,16.06,31,1010,2026-03-26 09:01:21
Seattle,5.14,84,1024,2026-03-26 09:01:21
Boston,5.28,69,1022,2026-03-26 09:01:21
Philadelphia,8.53,61,1022,2026-03-26 09:01:22
Detroit,11.98,56,1010,2026-03-26 09:01:22
Anchorage,-2.29,40,1021,2026-03-26 09:01:22
Quito,10.53,94,1017,2026-03-26 09:01:22
La Paz,7.99,93,1018,2026-03-26 09:01:22
Montevideo,15.96,84,1017,2026-03-26 09:01:22
Asuncion,25.14,88,1013,2026-03-26 09:01:23
Caracas,19.67,83,1014,2026-03-26 09:01:23
